date;S03;S04
23/05/2023 23:05;2,3;-2
23/05/2023 23:10;2,9;0,4
23/05/2023 23:15;3,2;-0,1
23/05/2023 23:20;2,6;-1
23/05/2023 23:25;2,6;-1,3
23/05/2023 23:30;2,4;-0,7
23/05/2023 23:35;2,5;-0,5
23/05/2023 23:40;3;0,7
23/05/2023 23:45;2,9;-0,7
23/05/2023 23:50;2,2;-0,8
23/05/2023 23:55;2,9;0,6
24/05/2023 00:00;2,6;-1
24/05/2023 00:05;2,5;-0,5
24/05/2023 00:10;2,9;0,6
24/05/2023 00:15;2,3;-1
24/05/2023 00:20;2,6;-0,7
24/05/2023 00:25;3,4;1,2
24/05/2023 00:30;2,5;-1,9
24/05/2023 00:35;2,7;-0,3
24/05/2023 00:40;2,5;-2,2
24/05/2023 00:45;3;1,1
24/05/2023 00:50;2;-2,1
24/05/2023 00:55;2,5;-0,2
24/05/2023 01:00;3;0,9
24/05/2023 01:05;2,5;-0,8
24/05/2023 01:10;2,6;0,2
24/05/2023 01:15;2,6;-1,1
24/05/2023 01:20;1,8;-2
24/05/2023 01:25;2,5;0,7
24/05/2023 01:30;3;0,2
24/05/2023 01:35;2,1;-1,6
24/05/2023 01:40;2,7;0,2
24/05/2023 01:45;2,9;-0,5
24/05/2023 01:55;2,8;0,5
24/05/2023 02:00;2,2;-2,1
24/05/2023 02:05;2,3;-0,8
24/05/2023 02:10;2,5;-0,4
24/05/2023 02:15;3;0,7
24/05/2023 02:20;2,7;-0,8
24/05/2023 02:25;2,9;-0,6
24/05/2023 02:30;2,4;-2,3
24/05/2023 02:35;2,5;-1
24/05/2023 02:40;2,5;-1,6
24/05/2023 02:45;2;-1,9
24/05/2023 02:50;2,6;0,1
24/05/2023 02:55;2,7;-0,9
24/05/2023 03:00;2;-1,5
24/05/2023 03:05;2,4;-0,2
24/05/2023 03:10;2,7;0,2
24/05/2023 03:15;3,1;-0,1
24/05/2023 03:20;3;0,7
24/05/2023 03:25;3,3;1,1
24/05/2023 03:30;2,4;-2
24/05/2023 03:35;2,9;0,9
24/05/2023 03:40;3,1;0
24/05/2023 03:45;2;-2,2
24/05/2023 03:50;3;1,1
24/05/2023 03:55;2,1;-2,5
24/05/2023 04:00;2,7;0,6
24/05/2023 04:05;3;1
24/05/2023 04:10;2,9;-0,1
24/05/2023 04:15;3,3;1,4
24/05/2023 04:20;3,6;1,6
24/05/2023 04:25;3,7;1,7
24/05/2023 04:30;4;2
24/05/2023 04:35;4,2;2,2
24/05/2023 04:40;4,4;2,6
24/05/2023 04:45;4,6;3,1
24/05/2023 04:50;4,9;3,8
24/05/2023 04:55;4,8;1,5
24/05/2023 05:00;3,3;-1,2
24/05/2023 05:05;2,5;-0,6
24/05/2023 05:10;2,9;0,6
24/05/2023 05:15;2,6;-0,5
24/05/2023 05:20;2,3;-0,6
24/05/2023 05:25;2,7;0,7
24/05/2023 05:30;2,8;0,6
24/05/2023 05:35;2,3;-1,3
24/05/2023 05:40;2,1;0,8
24/05/2023 05:45;2,7;0,9
24/05/2023 05:50;2,9;0,6
24/05/2023 05:55;2,6;-0,8
24/05/2023 06:00;2,3;-1
24/05/2023 06:05;1,7;-1,8
24/05/2023 06:10;1,6;-1,5
24/05/2023 06:15;2;-0,7
24/05/2023 06:20;2,1;-0,6
24/05/2023 06:25;2,1;-0,4
24/05/2023 06:30;2,2;-0,2
24/05/2023 06:35;2,4;-0,2
24/05/2023 06:40;2,4;0
24/05/2023 06:45;2,3;0
24/05/2023 06:50;2,1;-0,4
24/05/2023 06:55;2,1;-1
24/05/2023 07:00;1,9;-1,7
24/05/2023 07:05;1,9;-1,8
24/05/2023 07:10;1,9;-1,8
24/05/2023 07:15;2;-0,5
24/05/2023 07:20;2,4;-0,1
24/05/2023 07:25;2,4;-1,4
24/05/2023 07:30;2,2;-2,1
24/05/2023 07:35;2,6;-0,3
24/05/2023 07:40;2,8;-0,4
24/05/2023 07:45;2,1;-1
24/05/2023 07:50;2,5;-0,1
24/05/2023 07:55;2,9;0,8
24/05/2023 08:00;3,1;0,8
24/05/2023 08:05;2,7;-0,5
24/05/2023 08:10;2,2;-1,1
24/05/2023 08:15;2,5;0,7
24/05/2023 08:20;2,9;0,5
24/05/2023 08:25;2,2;-2
24/05/2023 08:30;2,7;0,8
24/05/2023 08:35;2,3;-1,8
24/05/2023 08:40;1,7;-2,1
24/05/2023 08:45;2,3;-0,5
24/05/2023 08:50;2,8;1
24/05/2023 08:55;2,4;-0,8
24/05/2023 09:00;2,3;0,5
24/05/2023 09:05;2,6;0,7
24/05/2023 09:10;2,7;0,2
24/05/2023 09:15;3,1;1
24/05/2023 09:20;2,9;0,1
24/05/2023 09:25;2,1;-2,1
24/05/2023 09:30;2,5;0,5
24/05/2023 09:35;2,8;0,7
24/05/2023 09:40;3;1,1
24/05/2023 09:45;2,6;-1,2
24/05/2023 09:50;1,9;-1,9
24/05/2023 09:55;2,3;-0,3
24/05/2023 10:00;2,5;0,4
24/05/2023 10:05;2,8;0,9
24/05/2023 10:10;3;1,2
24/05/2023 10:15;3,3;1,6
24/05/2023 10:20;3,5;1,9
24/05/2023 10:25;3,9;2,3
24/05/2023 10:30;4,1;3
24/05/2023 10:35;4,5;3,8
24/05/2023 10:40;5,2;5
24/05/2023 10:45;5,4;5,3
24/05/2023 10:50;5;2,6
24/05/2023 10:55;3,7;0,2
24/05/2023 11:00;3,3;0,1
24/05/2023 11:05;2,4;-0,8
24/05/2023 11:10;2,5;0,6
24/05/2023 11:15;2,7;-0,2
24/05/2023 11:20;2;-1,3
24/05/2023 11:25;2,4;0,8
24/05/2023 11:30;2,8;0,9
24/05/2023 11:35;1,9;-1,8
24/05/2023 11:40;2,3;0,8
24/05/2023 11:45;2,7;1,2
24/05/2023 11:50;2,1;-2
24/05/2023 11:55;2,2;-0,2
24/05/2023 12:00;2,2;-0,1
24/05/2023 12:05;2,5;-0,4
24/05/2023 12:10;2,1;-1,6
24/05/2023 12:15;2;-1,2
24/05/2023 12:20;2,3;-0,7
24/05/2023 12:25;1,6;-2,4
24/05/2023 12:30;2;-0,7
24/05/2023 12:35;2,4;-0,2
24/05/2023 12:40;2,8;0,9
24/05/2023 12:45;2,3;-1,7
24/05/2023 12:55;2,5;0,3
24/05/2023 13:00;2,7;1,1
24/05/2023 13:05;2,5;-0,3
24/05/2023 13:10;2,1;-1,6
24/05/2023 13:15;2,6;1
24/05/2023 13:20;2;-1,6
24/05/2023 13:25;2,3;0
24/05/2023 13:30;2,4;-0,5
24/05/2023 13:35;2,7;0,3
24/05/2023 13:40;2,5;-0,8
24/05/2023 13:45;2,4;-0,5
24/05/2023 13:50;2,3;-0,8
24/05/2023 13:55;2,4;0,4
24/05/2023 14:00;2,7;1,1
24/05/2023 14:05;2,4;-1
24/05/2023 14:10;2,6;0,8
24/05/2023 14:15;2,9;0,8
24/05/2023 14:20;2,4;-1,8
24/05/2023 14:25;2;-1,4
24/05/2023 14:30;2,2;-0,7
24/05/2023 14:35;2,4;-0,5
24/05/2023 14:40;2,7;-0,7
24/05/2023 14:45;2,1;-2
24/05/2023 14:50;2,5;-0,4
24/05/2023 14:55;2,5;-1,1
24/05/2023 15:00;2,1;-1,4
24/05/2023 15:05;2,4;0
24/05/2023 15:10;2,6;-0,5
24/05/2023 15:15;3;0,7
24/05/2023 15:20;2,8;-0,9
24/05/2023 15:25;2,3;-1,8
24/05/2023 15:30;3;1
24/05/2023 15:35;2,4;-1,4
24/05/2023 15:40;2;-1,3
24/05/2023 15:45;2,8;1
24/05/2023 15:50;3;0,9
24/05/2023 15:55;2,3;-2,1
24/05/2023 16:00;2,3;0,2
24/05/2023 16:05;2,8;1
24/05/2023 16:10;3;0,6
24/05/2023 16:15;3,3;1,1
24/05/2023 16:20;3,6;1,8
24/05/2023 16:25;3,9;2,1
24/05/2023 16:30;4,1;2,3
24/05/2023 16:35;4,4;2,9
24/05/2023 16:40;4,6;3,6
24/05/2023 16:45;5,1;4,5
24/05/2023 16:50;5,7;5,6
24/05/2023 16:55;5,7;4,2
24/05/2023 17:00;4,5;2,1
24/05/2023 17:05;3,8;0,7
24/05/2023 17:10;3,3;0,4
24/05/2023 17:15;2,7;-0,1
24/05/2023 17:20;2,2;-0,5
24/05/2023 17:25;2,4;-0,2
24/05/2023 17:30;2,3;-0,5
24/05/2023 17:35;2,1;-1,1
24/05/2023 17:40;2,3;0,7
24/05/2023 17:45;2,7;1,1
24/05/2023 17:50;2,6;-0,8
24/05/2023 17:55;2,2;-1,3
24/05/2023 18:00;1,8;-2,2
24/05/2023 18:05;2,3;-0,7
24/05/2023 18:10;2,7;-0,6
24/05/2023 18:15;2,2;-1,4
24/05/2023 18:20;2,3;-0,7
24/05/2023 18:25;2,8;0,8
24/05/2023 18:30;2,2;-1,4
24/05/2023 18:35;1,9;-1,5
24/05/2023 18:40;2,4;0,9
24/05/2023 18:50;2,7;-1,8
24/05/2023 18:55;2,4;0,4
24/05/2023 19:00;2,5;-1,5
24/05/2023 19:05;2,2;-1
24/05/2023 19:10;2,4;-0,7
24/05/2023 19:15;2,9;0
24/05/2023 19:20;2;-1,8
24/05/2023 19:25;2,6;0,9
24/05/2023 19:30;2,9;-0,3
24/05/2023 19:35;2,7;-0,9
24/05/2023 19:40;3;-0,4
24/05/2023 19:45;2,5;-0,9
24/05/2023 19:50;3,1;0,1
24/05/2023 19:55;3,1;-1,4
24/05/2023 20:00;2,7;-1,3
24/05/2023 20:05;3,3;0,3
24/05/2023 20:10;3,5;-0,9
24/05/2023 20:15;3;-1,3
24/05/2023 20:20;3,4;0,1
24/05/2023 20:25;3,3;-1,7
24/05/2023 20:30;3,5;0
24/05/2023 20:35;3,2;-1,3
24/05/2023 20:40;2,9;-1,5
24/05/2023 20:50;2,2;-2,4
24/05/2023 20:55;2,4;-1,1
24/05/2023 21:00;3,2;0,5
24/05/2023 21:05;2,5;-2,2
24/05/2023 21:10;3,1;0,4
24/05/2023 21:15;2,8;-1,7
24/05/2023 21:20;2,8;0,2
24/05/2023 21:25;3,4;1
24/05/2023 21:30;2,3;-2,6
24/05/2023 21:35;2,7;-0,4
24/05/2023 21:40;3,1;0,8
24/05/2023 21:45;2,9;-0,7
24/05/2023 21:50;2,7;-0,7
24/05/2023 21:55;3,3;1,1
24/05/2023 22:00;2,6;-2,1
24/05/2023 22:05;2,7;-0,6
24/05/2023 22:10;3,7;1,7
24/05/2023 22:15;3,9;2
24/05/2023 22:20;4,1;2,4
24/05/2023 22:25;4,4;2,8
24/05/2023 22:30;4,8;3,5
24/05/2023 22:35;5;4,6
24/05/2023 22:40;5,3;5,2
24/05/2023 22:50;5,6;3,1
24/05/2023 22:55;4,7;1,2
24/05/2023 23:00;2,7;-1,7
24/05/2023 23:05;3,1;1
24/05/2023 23:10;2,6;-1,2
24/05/2023 23:15;2,9;1,2
24/05/2023 23:20;2,3;-1,2
24/05/2023 23:30;2,4;-2,2
24/05/2023 23:35;2,8;1
24/05/2023 23:40;1,9;-1,9
24/05/2023 23:45;2,5;-1,8
24/05/2023 23:50;1,9;-1,9
24/05/2023 23:55;2,1;-1,5
25/05/2023 00:00;1,7;-1,3
25/05/2023 00:05;2,5;0,3
25/05/2023 00:10;2;-1,2
25/05/2023 00:15;2,1;-0,7
25/05/2023 00:20;2,7;0,7
25/05/2023 00:25;1,7;-1,7
25/05/2023 00:30;2,5;1,1
25/05/2023 00:35;1,6;-2,5
25/05/2023 00:40;1,9;-0,6
25/05/2023 00:45;2,6;1,2
25/05/2023 00:50;2;-2
25/05/2023 00:55;2,3;0,4
25/05/2023 01:00;2,3;-1,2
25/05/2023 01:05;2;-1,6
25/05/2023 01:10;2,1;-0,7
25/05/2023 01:15;2,5;-0,3
25/05/2023 01:20;1,8;-1,4
25/05/2023 01:25;2,2;-1,2
25/05/2023 01:30;2,7;0,5
25/05/2023 01:35;2,4;-1,5
25/05/2023 01:40;1,7;-1,7
25/05/2023 01:45;2,2;0,6
25/05/2023 01:50;2,7;0,4
25/05/2023 01:55;1,7;-2,7
25/05/2023 02:00;2,2;-2
25/05/2023 02:05;1,7;-2,3
25/05/2023 02:10;2,4;-0,7
25/05/2023 02:15;2,4;-1,8
25/05/2023 02:20;2,3;0,3
25/05/2023 02:25;2,1;-0,9
25/05/2023 02:30;2,8;0,7
25/05/2023 02:35;2,1;-1,8
25/05/2023 02:40;2,8;0,5
25/05/2023 02:45;3;0,4
25/05/2023 02:50;2,1;-1,8
25/05/2023 02:55;2,6;0,2
25/05/2023 03:00;3;-2,1
25/05/2023 03:05;2,1;-0,2
25/05/2023 03:10;2,9;0,2
25/05/2023 03:15;2,9;0,3
25/05/2023 03:20;2,4;-1,7
25/05/2023 03:25;2,3;-0,5
25/05/2023 03:30;2,8;0,9
25/05/2023 03:35;2,3;-1,7
25/05/2023 03:40;2,6;-0,3
25/05/2023 03:45;2,9;0,8
25/05/2023 03:50;2,5;-1,3
25/05/2023 03:55;2,1;-1,2
25/05/2023 04:00;2,9;1
25/05/2023 04:05;2,3;-1,2
25/05/2023 04:10;2,6;0,2
25/05/2023 04:15;3;1,3
25/05/2023 04:20;3,4;1,6
25/05/2023 04:25;3,5;1,9
25/05/2023 04:30;3,8;2,2
25/05/2023 04:35;3,9;2,1
25/05/2023 04:40;4,3;2,7
25/05/2023 04:45;4,5;3,6
25/05/2023 04:50;4,4;1,6
25/05/2023 04:55;3,7;0,4
25/05/2023 05:00;2,9;-0,4
25/05/2023 05:05;2,6;0,6
25/05/2023 05:10;2,6;-0,3
25/05/2023 05:15;2,3;-0,7
25/05/2023 05:20;2,5;1
25/05/2023 05:25;2,2;-1
25/05/2023 05:30;2,3;0,5
25/05/2023 05:35;2,7;0,8
25/05/2023 05:40;2,6;-0,5
25/05/2023 05:45;2,4;0,2
25/05/2023 05:50;2,6;0,4
25/05/2023 05:55;2,9;0,8
25/05/2023 06:00;2,4;-1,4
25/05/2023 06:05;1,7;-1,6
25/05/2023 06:10;2,4;0,7
25/05/2023 06:15;2,8;0,6
25/05/2023 06:20;3;0,8
25/05/2023 06:25;2,2;-1,2
25/05/2023 06:30;1,7;-2,3
25/05/2023 06:35;2,2;0,7
25/05/2023 06:40;2,6;1,1
25/05/2023 06:45;2,5;-0,3
25/05/2023 06:50;2,1;-1,7
25/05/2023 06:55;2,1;0,1
25/05/2023 07:00;2,4;0,3
25/05/2023 07:05;2,3;-1,2
25/05/2023 07:10;1,8;-1,3
25/05/2023 07:15;2,2;-0,1
25/05/2023 07:20;2,3;0,2
25/05/2023 07:25;2,7;0,9
25/05/2023 07:30;2,3;-1,4
25/05/2023 07:35;1,8;-1,7
25/05/2023 07:40;2,5;1
25/05/2023 07:45;2,3;-1,1
25/05/2023 07:50;2,1;-1,3
25/05/2023 07:55;2,5;1,1
25/05/2023 08:05;2,5;0,7
25/05/2023 08:10;2,8;0,4
25/05/2023 08:15;2,4;-1,8
25/05/2023 08:20;1,7;-2
25/05/2023 08:25;2,1;0,3
25/05/2023 08:30;2,5;0,9
25/05/2023 08:35;2,7;1,1
25/05/2023 08:40;2,4;-0,9
25/05/2023 08:45;2,1;-1,2
25/05/2023 08:50;2,6;0,2
25/05/2023 08:55;1,9;-1,4
25/05/2023 09:00;2,2;0,2
25/05/2023 09:05;2,4;0,1
25/05/2023 09:10;2,8;0,7
25/05/2023 09:15;3,1;0,8
25/05/2023 09:20;2,3;-1,2
25/05/2023 09:25;2,4;0
25/05/2023 09:30;2,5;0,8
25/05/2023 09:35;2,8;1
25/05/2023 09:40;2,2;0,1
25/05/2023 09:45;2,5;0,5
25/05/2023 09:50;3;1
25/05/2023 09:55;2,3;-1
25/05/2023 10:00;1,9;-1,9
25/05/2023 10:05;2,4;-0,6
25/05/2023 10:10;2,3;-0,5
25/05/2023 10:15;2,4;0,2
25/05/2023 10:20;2,9;1
25/05/2023 10:25;3,3;1,5
25/05/2023 10:30;3,5;1,7
25/05/2023 10:35;3,7;1,9
25/05/2023 10:40;4;2,3
25/05/2023 10:45;4,2;2,9
25/05/2023 10:50;4,4;3,4
25/05/2023 10:55;4,7;2,9
25/05/2023 11:00;3,7;-0,1
25/05/2023 11:05;2,8;-0,7
25/05/2023 11:15;2,6;0
25/05/2023 11:20;2,5;-0,6
25/05/2023 11:25;1,9;-1,5
25/05/2023 11:30;2,5;-0,2
25/05/2023 11:35;2,8;0,4
25/05/2023 11:40;2,9;-0,1
25/05/2023 11:45;2,6;-0,4
25/05/2023 11:50;2,5;-0,4
25/05/2023 11:55;3;0,6
25/05/2023 12:00;2,5;-0,4
25/05/2023 12:05;2,7;0,9
25/05/2023 12:10;2,9;1,1
25/05/2023 12:15;2,4;-1,1
25/05/2023 12:20;2,7;0,9
25/05/2023 12:25;2,8;0,6
25/05/2023 12:30;2,9;0,3
25/05/2023 12:35;3,2;0,7
25/05/2023 12:40;2,8;-0,7
25/05/2023 12:45;2,2;-1,7
25/05/2023 12:50;2,1;-1
25/05/2023 12:55;2,6;0,4
25/05/2023 13:00;2,7;-0,4
25/05/2023 13:05;2,4;-1,1
25/05/2023 13:10;2,8;1
25/05/2023 13:15;2,3;-2
25/05/2023 13:20;2,2;-1,3
25/05/2023 13:25;2,6;0
25/05/2023 13:30;3;1
25/05/2023 13:35;2,7;-0,7
25/05/2023 13:40;2,2;-1,9
25/05/2023 13:45;2,5;0,3
25/05/2023 13:50;3;1,2
25/05/2023 13:55;2,5;-1,7
25/05/2023 14:00;2,5;0,2
25/05/2023 14:05;2,6;0,3
25/05/2023 14:10;2,6;-0,9
25/05/2023 14:15;2,2;-1,3
25/05/2023 14:20;2,8;0,9
25/05/2023 14:25;2,7;-1,2
25/05/2023 14:30;2,2;-1,5
25/05/2023 14:35;2,5;-0,5
25/05/2023 14:40;3;0,9
25/05/2023 14:45;2,9;0,8
25/05/2023 14:50;3,2;1,1
25/05/2023 14:55;2,5;-1,6
25/05/2023 15:00;2,6;-1
25/05/2023 15:10;2,5;-1,5
25/05/2023 15:15;3,1;1
25/05/2023 15:20;2,2;-2,4
25/05/2023 15:25;2,6;-0,4
25/05/2023 15:30;2,6;-0,6
25/05/2023 15:35;3,1;-0,1
25/05/2023 15:40;2,6;-1
25/05/2023 15:45;2,9;-0,1
25/05/2023 15:50;2,8;-1,3
25/05/2023 15:55;2,5;-0,5
25/05/2023 16:05;2,6;-1,6
25/05/2023 16:10;2,5;-1,8
25/05/2023 16:15;3,2;0,9
25/05/2023 16:20;3,9;1,7
25/05/2023 16:25;4,2;2,1
25/05/2023 16:30;4,3;2,4
25/05/2023 16:35;4,3;2,4
25/05/2023 16:40;4,8;3,1
25/05/2023 16:45;5,1;3,7
25/05/2023 16:50;5,4;3,7
25/05/2023 16:55;4,5;1
25/05/2023 17:00;3,3;-0,4
25/05/2023 17:05;3,2;0,1
25/05/2023 17:10;3,5;0,9
25/05/2023 17:15;3,2;0
25/05/2023 17:20;3,2;0
25/05/2023 17:25;3,2;0
25/05/2023 17:30;3,2;0
25/05/2023 17:35;3,2;0
25/05/2023 17:40;3,2;0
25/05/2023 17:45;3,2;0
25/05/2023 17:50;3,2;0
25/05/2023 17:55;3,2;0
25/05/2023 18:00;3,2;0
25/05/2023 18:05;3,2;0
25/05/2023 18:10;3,2;0
25/05/2023 18:15;3,2;0
25/05/2023 18:20;3,2;0
25/05/2023 18:25;3,2;0
25/05/2023 18:30;3,2;0
25/05/2023 18:35;2,6;-0,9
25/05/2023 18:40;2,5;-1,6
25/05/2023 18:45;2,3;-0,9
25/05/2023 18:50;2,6;-1
25/05/2023 18:55;3;-0,2
25/05/2023 19:00;2,7;-1,3
25/05/2023 19:05;2,6;-0,7
25/05/2023 19:10;3,1;0,8
25/05/2023 19:15;2,5;-1,5
25/05/2023 19:20;2,6;-0,1
25/05/2023 19:25;2,8;-0,6
25/05/2023 19:30;2,3;-1,4
25/05/2023 19:35;3,9;1
25/05/2023 19:40;3,6;-0,4
25/05/2023 19:45;3,3;-1,5
25/05/2023 19:50;3,7;-0,7
25/05/2023 19:55;3,5;-0,9
25/05/2023 20:00;3,4;-1
25/05/2023 20:05;3,6;-0,2
25/05/2023 20:10;4,1;0,8
25/05/2023 20:15;4,5;1,2
25/05/2023 20:20;4;-0,7
25/05/2023 20:25;3,7;-0,6
25/05/2023 20:30;4,2;0,3
25/05/2023 20:35;3,2;-2,8
25/05/2023 20:40;2,9;-1,9
25/05/2023 20:45;3;-1,2
25/05/2023 20:50;3,8;0,9
25/05/2023 20:55;3,5;-1,7
25/05/2023 21:00;3,4;-0,9
25/05/2023 21:05;3,6;-0,5
25/05/2023 21:10;4;0,2
25/05/2023 21:15;3,4;-2,1
25/05/2023 21:20;3,3;-0,8
25/05/2023 21:25;3,9;0,2
25/05/2023 21:30;3,3;-0,3
25/05/2023 21:35;3,8;0,9
25/05/2023 21:40;3,6;-1,2
25/05/2023 21:45;3,3;-1
25/05/2023 21:50;3,3;-0,8
25/05/2023 21:55;3,5;-1,4
25/05/2023 22:00;3,2;-1,7
25/05/2023 22:05;3,7;0,8
25/05/2023 22:10;3,8;1,2
25/05/2023 22:15;4,3;1,6
25/05/2023 22:20;4,8;1,9
25/05/2023 22:25;5,1;2,2
25/05/2023 22:30;5,3;2,6
25/05/2023 22:35;5,6;2,2
25/05/2023 22:40;6,1;4,5
25/05/2023 22:45;6,5;5,2
25/05/2023 22:50;6,7;4,6
25/05/2023 22:55;6;1,8
25/05/2023 23:00;5,2;-0,1
25/05/2023 23:05;4;-2
25/05/2023 23:10;4,3;0,2
25/05/2023 23:15;3,9;-0,9
25/05/2023 23:20;3,8;0,6
25/05/2023 23:25;3,7;-1
25/05/2023 23:30;3,1;-1,6
25/05/2023 23:35;3,8;-0,1
25/05/2023 23:40;3,1;-1,1
25/05/2023 23:45;3,4;-1,3
25/05/2023 23:50;3,3;-0,8
25/05/2023 23:55;3,8;0,6
26/05/2023 00:05;3,4;-0,7
26/05/2023 00:10;3,7;-0,4
26/05/2023 00:15;3,5;-0,8
26/05/2023 00:20;3,6;-1,3
26/05/2023 00:25;3,1;-1,6
26/05/2023 00:30;3,7;-0,3
26/05/2023 00:35;3,3;-1,7
26/05/2023 00:40;3,6;0,2
26/05/2023 00:45;3,7;1
26/05/2023 00:50;2,9;-2,5
26/05/2023 00:55;3,6;0,6
26/05/2023 01:00;3,5;-1,2
26/05/2023 01:05;3,6;0,8
26/05/2023 01:10;3,9;0,7
26/05/2023 01:15;3,2;-1,9
26/05/2023 01:20;3,7;0,8
26/05/2023 01:25;3,4;-1,7
26/05/2023 01:30;3,3;-1,1
26/05/2023 01:35;3,7;0,4
26/05/2023 01:40;3,8;-0,4
26/05/2023 01:45;3,1;-0,8
26/05/2023 01:50;3,6;1
26/05/2023 01:55;3,3;-1,6
26/05/2023 02:00;3,2;0,7
26/05/2023 02:05;3,6;-0,9
26/05/2023 02:10;3;-1,7
26/05/2023 02:15;3,6;0,3
26/05/2023 02:20;3,6;-0,5
26/05/2023 02:25;3,6;0,5
26/05/2023 02:30;3,6;0
26/05/2023 02:35;3,8;0,6
26/05/2023 02:45;3;-2,5
26/05/2023 02:50;3,2;-0,9
26/05/2023 02:55;3,5;0,7
26/05/2023 03:00;4;0,9
26/05/2023 03:05;3,4;-1,9
26/05/2023 03:10;3,9;1,1
26/05/2023 03:15;3,6;-1
26/05/2023 03:20;3,3;-1,4
26/05/2023 03:25;3,5;-0,1
26/05/2023 03:30;3,8;0
26/05/2023 03:35;3,5;-0,2
26/05/2023 03:40;3,8;0,9
26/05/2023 03:45;3,5;-1
26/05/2023 03:50;3,2;-1,5
26/05/2023 03:55;3,5;0,8
26/05/2023 04:00;3,9;1,1
26/05/2023 04:05;3,5;-0,9
26/05/2023 04:10;3,9;0,9
26/05/2023 04:15;3,9;0,4
26/05/2023 04:20;4,2;1,5
26/05/2023 04:25;4,4;1,6
26/05/2023 04:30;4,9;2
26/05/2023 04:35;5;1,8
26/05/2023 04:40;5,3;2,6
26/05/2023 04:45;5,5;3,1
26/05/2023 04:50;5,6;2,4
26/05/2023 04:55;4,9;-0,2
26/05/2023 05:00;4;-1,7
26/05/2023 05:05;3,7;-1
26/05/2023 05:10;4,1;1,2
26/05/2023 05:15;3,6;-1,6
26/05/2023 05:20;3,6;-0,1
26/05/2023 05:25;3,3;-1,8
26/05/2023 05:30;3;-2,2
26/05/2023 05:35;3,3;-0,9
26/05/2023 05:40;3,7;0,2
26/05/2023 05:45;3,2;-0,8
26/05/2023 05:50;3,5;0,9
26/05/2023 05:55;2,7;-1,9
26/05/2023 06:00;2,7;-1,2
26/05/2023 06:05;3,1;0,6
26/05/2023 06:10;2,8;-0,6
26/05/2023 06:15;2,9;0,1
26/05/2023 06:20;3,1;0,7
26/05/2023 06:25;2,9;0,3
26/05/2023 06:30;3;0
26/05/2023 06:35;3,1;-0,3
26/05/2023 06:40;2,7;-0,5
26/05/2023 06:45;2,7;0,2
26/05/2023 06:50;2,9;0,6
26/05/2023 06:55;3,4;1
26/05/2023 07:00;3,2;-0,5
26/05/2023 07:05;2,6;-1,5
26/05/2023 07:10;2,7;0,3
26/05/2023 07:15;2,6;-0,6
26/05/2023 07:20;2,9;0
26/05/2023 07:25;3,3;0,8
26/05/2023 07:30;3;-0,7
26/05/2023 07:35;2,5;-1,7
26/05/2023 07:40;2,8;-0,1
26/05/2023 07:45;3;0,1
26/05/2023 07:50;3,1;-0,1
26/05/2023 07:55;2,9;-0,4
26/05/2023 08:00;2,4;-1
26/05/2023 08:05;2,7;0
26/05/2023 08:10;3,1;0,8
26/05/2023 08:15;3,5;0,8
26/05/2023 08:20;3,2;0,1
26/05/2023 08:25;2,6;-1,2
26/05/2023 08:30;2,4;-0,9
26/05/2023 08:35;2,7;-0,5
26/05/2023 08:40;3;0,1
26/05/2023 08:45;3,1;-0,5
26/05/2023 08:50;2,8;-1,7
26/05/2023 08:55;2,9;0,3
26/05/2023 09:00;3;0,5
26/05/2023 09:05;2,8;-1,2
26/05/2023 09:10;2,4;-1,8
26/05/2023 09:15;2,8;-0,6
26/05/2023 09:20;2,9;-0,5
26/05/2023 09:25;3,1;0
26/05/2023 09:30;3,4;0,7
26/05/2023 09:35;2,8;-0,9
26/05/2023 09:40;2,6;-0,6
26/05/2023 09:45;3;0,5
26/05/2023 09:50;3,2;1,1
26/05/2023 09:55;3;-0,9
26/05/2023 10:00;2,7;-1,6
26/05/2023 10:05;2,7;-0,6
26/05/2023 10:10;2,7;0
26/05/2023 10:15;3,1;0,9
26/05/2023 10:20;3,5;1,3
26/05/2023 10:25;3,9;1,5
26/05/2023 10:30;4,3;2
26/05/2023 10:35;4,7;2,5
26/05/2023 10:40;4,9;3
26/05/2023 10:45;5,3;3,8
26/05/2023 10:50;5,6;4,3
26/05/2023 10:55;5,6;3,1
26/05/2023 11:00;3,5;-1,4
26/05/2023 11:05;3,3;-0,9
26/05/2023 11:15;3,2;-0,9
26/05/2023 11:20;2,9;-1,2
26/05/2023 11:25;2,8;-1,4
26/05/2023 11:30;3,1;-0,5
26/05/2023 11:35;3,1;0,1
26/05/2023 11:40;3,4;0,6
26/05/2023 11:45;3,9;1,1
26/05/2023 11:50;3,5;0
26/05/2023 11:55;3,2;-1,1
26/05/2023 12:00;2,9;-1,8
26/05/2023 12:05;2,8;-1,5
26/05/2023 12:10;3,1;-0,2
26/05/2023 12:15;3,1;-0,7
26/05/2023 12:20;3,2;-0,7
26/05/2023 12:25;3,4;-0,4
26/05/2023 12:30;3,5;-0,2
26/05/2023 12:35;3,5;-0,5
26/05/2023 12:40;3,4;-0,7
26/05/2023 12:45;3,5;-0,2
26/05/2023 12:50;3,5;0
26/05/2023 12:55;3,2;-0,8
26/05/2023 13:00;2,8;-1,8
26/05/2023 13:05;2,7;-1,4
26/05/2023 13:10;3,2;0,2
